@relation Example

@attribute text string
@attribute isValid {yes,no}

@data
'the part (as of a wheel or shoe) that makes contact with the ground tread',no
'a mental representation of some haunting experience; \"he looked like he had seen a ghost\"; \"it aroused specters from his past\" ghost,shade,spook,wraith,specter,spectre',yes
'a machine tool that polishes metal grinder',no
'box with a lid; used for storage; usually large and sturdy chest',no
'an interruption of normal activity stand,standstill,tie-up',yes
'a figurative restraint; \"asked for a collar on program trading in the stock market\"; \"kept a tight leash on his emotions\"; \"he\'s always gotten a long leash\" collar,leash',yes
'range of jurisdiction or influence; \"a bureaucracy...chiefly concerned with turf...and protecting the retirement system\" turf',yes
'a wooden board where meats or vegetables can be cut chopping board,cutting board',no
'a barrier that surrounds the wheels of a vehicle to block splashing water or mud; \"in Britain they call a fender a wing\" fender,wing',no
'a large wardrobe or cabinet; originally used for storing weapons armoire',no
'a soft bag filled with air or a mass of padding such as feathers or foam rubber etc. cushion',yes
'a machine with a large revolving drum in which cement is mixed with other materials to make concrete concrete mixer,cement mixer',yes
'a low-sudsing detergent designed for use in dishwashers dishwasher detergent,dishwashing detergent,dishwashing liquid',no
'a number of sheets of paper fastened together along one edge pad,pad of paper,tablet',no
'a list of words or phrases that explain symbols or abbreviations key',yes
'a young person of either sex; \"she writes books for children\"; \"they\'re just kids\"; \"`tiddler\' is a British term for youngster\" child,kid,youngster,minor,shaver,nipper,small fry,tiddler,tike,tyke,fry,nestling',yes
'a ventilated or refrigerated cupboard for securing provisions from pests safe',yes
'(numeration system) the positive integer that is equivalent to one in the next higher counting place; \"10 is the radix of the decimal system\" base,radix',yes
'a large open vessel for holding or storing liquids tub,vat',yes
'a machine for putting objects or substances into bags bagger',yes
'a musician who adapts a composition for particular voices or instruments or for another style of performance arranger,adapter,transcriber',yes
'any of various shrubs of the genera Cytisus or Genista or Spartium having long slender branches and racemes of yellow flowers broom',no
'the fleshy red crest on the head of the domestic fowl and other gallinaceous birds comb,cockscomb,coxcomb',yes
'piece of metal held in horse\'s mouth by reins and used to control the horse while riding; \"the horse was not accustomed to a bit\" bit',no
'stable gear consisting of an arrangement of leather straps fitted to a draft animal so that it can be attached to and pull a cart harness',no
'a large hemispherical brass or copper percussion instrument with a drumhead that can be tuned by adjusting the tension on it kettle,kettledrum,tympanum,tympani,timpani',no
'a perceptible indication of something not immediately apparent (as a visible clue that something has happened); \"he showed signs of strain\"; \"they welcomed the signs of spring\" sign,mark',yes
'a deep prolonged loud noise boom,roar,roaring,thunder',yes
'strongbox where valuables can be safely kept safe',no
'the first or preliminary coat of paint or size applied to a surface flat coat,ground,primer,priming,primer coat,priming coat,undercoat',yes
'a power tool for drilling rocks hammer,power hammer',no
'any one of a systematic body of regulations defining the way of life of members of a religious order; \"the rule of St. Dominic\" rule',yes
'measuring instrument consisting of a narrow strip (cloth or metal) marked in inches or centimeters and used for measuring lengths; \"the carpenter should have used his tape measure\" tape,tapeline,tape measure',no
'someone who plies a trade plier,plyer',yes
'a device for lighting or igniting fuel or charges or fires; \"do you have a light?\" lighter,light,igniter,ignitor',no
'a rigid layer of the Earth\'s crust that is believed to drift slowly plate,crustal plate',yes
'a region that is devoid of matter vacuum,vacuity',yes
'a mirror; usually a ladies\' dressing mirror looking glass,glass',no
'game equipment consisting of one of several small six-pointed metal pieces that are picked up while bouncing a ball in the game of jacks jack,jackstones',yes
'a worker who strings; \"a stringer of beads\" stringer',yes
'an official responsible for control and supervision of a particular activity or area of public interest regulator',yes
'any of various large tropical carnivorous lizards of Africa and Asia and Australia; fabled to warn of crocodiles monitor,monitor lizard,varan',yes
'a protective covering that protects an inside surface lining,liner',yes
'a conveyer belt that carries luggage to be claimed by air travelers carousel,carrousel,luggage carousel,luggage carrousel',yes
'the place where you are stationed and from which missions start and end base,home',yes
'a thin paper or plastic tube used to suck liquids into the mouth straw,drinking straw',no
'a structure consisting of a room or set of rooms at a single position along a vertical scale; \"what level is the office on?\" floor,level,storey,story',yes
'dominance or power through legal authority; \"France held undisputed dominion over vast areas of Africa\"; \"the rule of Caesar\" dominion,rule',yes
'a beam made of wood timber',yes
'street names for flunitrazepan R-2,Mexican valium,rophy,rope,roofy,roach,forget me drug,circle',yes
'grating that admits cooling air to car\'s radiator grille,radiator grille',yes
'any nonverbal action or gesture that encodes a message; \"signals from the boat suddenly stopped\" signal,signaling,sign',yes
'a decorative pot for house plants planter',no
'a device on a national flag emblematic of the union of two or more sovereignties (typically in the upper inner corner) union',yes
'a chemical agent that destroys plants or inhibits their growth herbicide,weedkiller,weed killer',no
'the act of tapping a telephone or telegraph line to get information wiretap,tap',yes
'public box for deposit of mail postbox,mailbox,letter box',no
'height above ground; \"the water reached ankle level\"; \"the pictures were at the same level\" level',yes
'a guarantee of professional or financial security safety net',yes
'flower arrangement consisting of a circular band of foliage or flowers for ornamental purposes wreath,garland,coronal,chaplet,lei',no
'music in three-four time for dancing a jig jig,gigue',yes
'(baseball) a relief pitcher who can protect a lead in the last inning or two of the game closer,finisher',yes
